git [Time: 2024-04-22 04:17:39,856, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-30 16:38:44,317, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:38:45,036, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:38:47,481, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:38:47,482, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:38:50,358, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:38:50,907, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:38:53,519, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:38:53,520, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:39:25,156, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:39:25,824, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:39:28,115, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:39:28,116, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:39:29,783, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:39:30,369, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:39:32,655, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:39:32,657, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:39:36,784, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:39:37,286, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:39:39,673, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:39:39,674, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:40:48,625, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:40:49,423, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:40:51,787, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:40:51,799, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:40:59,679, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:41:00,268, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:41:02,534, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:41:02,535, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:41:06,666, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:41:07,338, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:41:09,600, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:41:09,601, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:41:16,260, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:41:16,779, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:41:19,074, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:41:19,076, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:42:45,484, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:42:46,057, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:42:48,561, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:42:48,563, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:42:50,651, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:42:50] "GET / HTTP/1.1" 200 -
[Time: 2024-04-30 16:42:50,744, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:42:50] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-30 16:42:50,744, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:42:50] "GET /script.js HTTP/1.1" 200 -
[Time: 2024-04-30 16:42:50,754, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:42:50] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-30 16:42:50,785, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:42:50] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-30 16:42:50,878, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-30 16:42:50,883, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-30 16:42:51,323, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28348 HTTP/1.1" 200 351
[Time: 2024-04-30 16:42:51,326, File: weather.py:14, Function: __init__] INFO -  Weather for 28348 retrieved
[Time: 2024-04-30 16:42:51,327, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28348
[Time: 2024-04-30 16:42:51,328, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 65.0 degrees Fahrenheit with 81% humidity.
[Time: 2024-04-30 16:42:51,331, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-30 16:42:51,551, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:42:51,817, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:42:51,865, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:42:53,110, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:42:54,508, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:42:54] "GET /get_weather?zip=28348 HTTP/1.1" 200 -
[Time: 2024-04-30 16:43:14,549, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:43:15,274, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:43:17,857, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:43:17,858, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:43:19,108, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:43:19] "GET / HTTP/1.1" 200 -
[Time: 2024-04-30 16:43:19,206, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:43:19] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-30 16:43:19,206, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:43:19] "GET /script.js HTTP/1.1" 200 -
[Time: 2024-04-30 16:43:19,217, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:43:19] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-30 16:43:19,246, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:43:19] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-30 16:43:19,337, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-30 16:43:19,341, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-30 16:43:19,659, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28348 HTTP/1.1" 200 351
[Time: 2024-04-30 16:43:19,662, File: weather.py:14, Function: __init__] INFO -  Weather for 28348 retrieved
[Time: 2024-04-30 16:43:19,663, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28348
[Time: 2024-04-30 16:43:19,664, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 65.0 degrees Fahrenheit with 81% humidity.
[Time: 2024-04-30 16:43:19,667, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-30 16:43:19,829, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:43:20,084, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:43:20,220, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:43:21,510, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 200 0
[Time: 2024-04-30 16:43:22,979, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [30/Apr/2024 16:43:22] "GET /get_weather?zip=28348 HTTP/1.1" 200 -
[Time: 2024-04-30 16:43:45,347, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:43:46,025, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:43:48,695, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:43:48,696, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:44:30,604, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:44:31,319, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:44:33,773, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:44:33,774, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:44:36,749, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:44:37,242, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:44:39,592, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:44:39,594, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:44:41,262, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:44:41,702, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:44:44,113, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:44:44,115, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:09,473, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:09,993, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:12,491, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:12,492, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:24,145, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:24,759, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:27,113, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:27,114, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:28,780, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:29,282, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:31,555, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:31,559, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:34,489, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:35,123, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:37,491, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:37,492, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:42,889, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:43,481, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:45,719, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:45,720, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:47,386, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:48,011, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:50,471, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:50,472, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:52,129, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:52,668, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:45:55,066, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:45:55,067, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:45:59,287, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:45:59,884, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:46:02,285, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:46:02,286, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:46:13,757, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:46:14,391, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:46:16,726, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:46:16,727, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:46:22,212, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:46:22,881, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:46:25,426, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:46:25,427, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:46:55,699, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:46:56,430, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:46:58,893, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:46:58,894, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:47:24,278, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:47:24,888, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:47:27,252, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:47:27,254, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:47:38,950, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:47:39,708, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:47:42,090, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:47:42,091, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:47:43,844, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:47:44,587, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:47:47,016, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:47:47,017, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:47:48,731, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:47:49,373, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:47:51,730, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:47:51,731, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:47:53,439, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:47:53,935, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:47:56,453, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:47:56,455, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:48:05,483, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:48:05,975, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:48:08,551, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:48:08,553, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:48:27,488, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:48:28,197, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:48:30,409, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:48:30,411, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:48:35,787, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:48:36,366, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:48:38,645, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:48:38,646, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:48:42,965, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:48:43,522, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:48:45,948, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:48:45,950, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:48:47,635, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:48:48,247, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:48:50,781, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:48:50,785, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:48:52,550, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:48:53,093, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:48:55,580, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:48:55,581, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:49:14,585, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:49:15,073, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:49:17,585, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:49:17,587, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:49:19,274, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:49:19,723, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:49:22,221, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:49:22,223, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:49:30,009, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:49:30,578, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:49:33,010, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:49:33,011, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:49:44,640, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:49:45,172, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:49:47,669, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:49:47,671, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:49:49,373, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:49:49,929, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:49:52,375, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:49:52,376, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:50:04,037, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/app.py', reloading
[Time: 2024-04-30 16:50:04,542, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:50:06,931, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:50:06,933, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:51:34,300, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:51:34,816, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
[Time: 2024-04-30 16:51:37,319, File: _internal.py:96, Function: _log] WARNING -   * Debugger is active!
[Time: 2024-04-30 16:51:37,321, File: _internal.py:96, Function: _log] INFO -   * Debugger PIN: 420-367-697
[Time: 2024-04-30 16:51:54,071, File: _internal.py:96, Function: _log] INFO -   * Detected change in '/mnt/d/GlobalDevExperts_DevOps/GDE_WebProject/testapp.py', reloading
[Time: 2024-04-30 16:51:54,672, File: _internal.py:96, Function: _log] INFO -   * Restarting with stat
